parcel_id,zoning,lot_sqft
10552000033,5000,18731
10561000010,5000,30875
10561000021,6700,0
10562000025,5000,28240
10562000180,1110,0
10562000190,1110,0
10562000200,1110,0
10562000210,1110,0
10562000220,1110,0
10562000230,1110,0
10562000240,1110,0
10562000250,1110,0
10562000260,1110,0
10562000270,1110,0
10565000010,5000,2007
10565000020,5000,20150
10565000030,5000,5250
10565000040,5000,5208
10565000050,5000,11353
10565000060,6911,6500
10565000070,6911,3000
10565000075,5000,5706
10566000010,5000,14531
10566000020,5000,3125
10566000030,5000,0
10566000040,6994,14531
10566000050,5000,0
10583040040,5000,4114
10583040050,5000,6480
10586000010,1185,69478
10586000021,5000,70698
10586000022,5000,87
10587000010,5000,8290
10587000184,5000,171147
10587000200,5000,8297
10590000010,5000,3570
10590000020,5000,2540
10590000030,5000,6375
10590000041,6413,9588
10590000045,5811,20573
10596000170,5000,3154
10596000180,5000,3344
10596000190,5000,7624
10596000200,5000,6150
10596000210,5000,7225
10597000010,3000,6250
10597000030,3000,6250
10597000040,3000,5750
10597000050,3000,2750
10597000060,5000,3356
10597000070,5000,6020
10597000090,6995,6250
10604000055,6700,0
10604000060,3000,4066
10604000070,3000,2630
10604000080,5000,6234
10604000090,3000,9831
10604000110,3000,16456
10604000121,3000,0
10604000122,3000,9365
10605000010,6700,0
10605000020,3000,6150
10605000030,3000,2367
10606000001,3000,0
10606000009,3000,0
10614000020,1120,0
10614000030,1010,0
10614000040,1120,0
10614000050,1010,0
10614000060,1010,0
10614000070,1010,0
10614000080,1010,0
10614000100,5000,9324
10614000110,1120,0
10614000120,1140,0
10614000125,1120,0
10614000135,1110,0
10618000090,1010,0
10618000100,1010,0
10618000125,1010,0
10618000135,1110,0
10618000145,1110,0
10618000149,1110,0
10618000153,1110,0
10618000155,1110,0
10618000165,1110,0
10619050010,5000,4093
10619050020,1010,0
10619050030,5000,3740
10619050040,9151,2700
10622000010,5820,3038
10622000020,1118,0
10622000030,1010,0
10622000040,1110,0
10622000050,1110,0
10622000060,1010,0
10622000075,1118,4349
10622000085,1118,5146
10622000090,1010,0
10622000110,1010,0
10622000120,1110,0
10622000130,1124,0
10622000140,5000,5662
10626000011,1185,267850
10626000220,5000,8681
10627000010,5000,13315
10627000020,5000,9900
10627000030,3000,42615
10627000040,3000,27322
10627000050,3000,7398
10628000050,1010,0
10628000060,1010,0
10628000070,1120,0
10628000080,1110,0
10628000090,1110,0
10633000095,1010,0
10633000110,1010,0
10633000120,1126,0
10633000123,1010,0
10633000124,1010,0
10633000125,1010,0
10633000126,1110,0
10633000200,1110,0
10633000210,1110,0
10634000035,5000,19793
10634000070,1010,0
10634000080,1010,0
10634000090,1010,700
10634000100,6800,0
10638000103,1010,0
10638000140,1118,0
10638000150,1118,0
10638000160,1110,0
10638000175,1110,0
10638000185,1110,0
10638000205,1120,0
10638000210,5920,2194
10639000010,1010,0
10639000020,1120,0
10639000030,1110,0
10639000040,1110,0
10639000050,1110,0
10643000120,1010,0
10643000130,1010,0
10643000140,1010,0
10643000150,1010,0
10643000160,1010,0
10643000170,1010,0
10643000200,1010,0
10644000010,2000,8945
10644000020,6800,5649
10644000050,5000,4094
10644000070,5000,36198
10644000080,3000,8204
10658130090,5000,2756
10658130150,5920,33454
10659000010,6811,16380
10659000016,5000,59416
10659000023,5000,0
10660040010,3000,0
10660040020,5000,0
10660040030,6995,0
10660040040,4800,0
10660040050,4800,0
10660040060,5000,0
10661030010,5000,231347
10661030025,5000,24829
10661030026,5000,79715
10664030011,5210,107332
10664030020,4412,0
10664030040,4800,0
10664040010,4800,0
10664040022,4800,0
10665030010,4800,0
10665030040,4800,5074
10665030050,5000,4660
10666000010,1110,0
10666000020,5000,3360
10666000030,5000,3240
10666000060,5810,3500
10666000071,1110,0
10666000072,1110,0
10670000060,1010,0
10670000070,1010,0
10670000080,1120,0
10670000090,5000,1330
10670000100,5000,8680
10670000110,1310,0
10670000120,1120,0
10670000130,1111,0
10670000140,1120,0
10670000150,1139,0
10670000160,1110,0
10670000170,1010,0
10671000010,5000,12499
10671000020,1111,0
10676000020,1010,0
10677000010,1010,0
10677000020,1010,0
10677000030,1010,0
10677000040,1010,0
10677000050,1010,0
10678010005,5000,10650
10678010040,5144,14530
10678010050,5000,1131
10678020010,1010,26931
10679000015,5000,5881
10679000025,5000,7579
10679000030,1140,0
10679000040,1310,0
10681000030,1120,0
10681000040,1120,0
10681000050,1111,0
10681000060,1111,0
10681000070,1130,0
10681000080,1110,0
10681000090,1110,0
10681000100,1110,0
10681000110,1110,0
10681000120,1120,0
10681000130,1120,0
10681000140,5000,3075
10681000150,5000,1160
10681000160,1124,0
10684000045,1185,9277
10684000060,1120,0
10684000070,1120,0
10684000080,5000,0
10684000090,6911,0
10684000105,1140,0
10684000115,1140,0
10684000125,1140,0
